review,tag_arr
Food... Although my nuggets were a little over cooked. The service.... I waited 15 minutes ( not exaggerating!) for my dollar burger and an order of nuggets. I will visit a different McDonalds if I feel like having their food while I'm in this area. Chili's gets food to you in 15 minutes... And they aren't considered a fast food restaurant.,"[0, 0, 0, '1.0', '0.6667', 0, 0, 0]"
"This McDonald's has pretty poor customer service and no organization. They let people cut in line, and knowing that they cut in, they serve them. That's the morning crew. The night crew works slower than slow. They have no regard for customers, or sense of urgency. I had to wait about 10 minutes for two frozen lemonades, and then another employee tried to take one of my lemonades away for another customer that had just ordered. The customers, as I mentioned, make it even worse. A big portion of the crowd that gathers at this McD are scum. They are loud, obnoxious and unaware of their surroundings. If you want the worst experience at a McD, then eat inside the restaurant. If you are in the area and in need of food or running late for class, then stop and get something to go. Why do I keep coming back? $1 dollar coffee and .49c burgers (Wednesdays)","['1.0', 0, 0, '1.0', 0, 0, 0, 0]"
"Slow McDonald's. They've jazzed up their appearance, but it's still the same ol' Slow McDonald's. It's a pretty hip place to eat, but you have to pay for refills, and I believe I saw a Cosby-sweater clad gentleman eat a McNugget off the floor. Overall, great atmosphere. It's a place where you can really sit down with your family and enjoy some food.I miss the old Slow McDonald's.","[0, 0, 0, '1.0', 0, 0, 0, '0.731']"
"NO STARS First of all!!! But I am forced to give 1 star.WORST customer service and WORST of all it's been going on for years and I don't see any change in service or MANAGEMENT. I live down the street from this location and everytime I place my order I ask them to repeat it but when I get home it's not correct ξWhen I get to the drive thru window it's like I have to argue with them to present my case to convince to redo the whole order and they only want to replace what they made mistake of the item I ordered not the whole order!!!! Hell after I have to drive back to the loc for my food to get it correct, I don't ξwant to eat cold food...this has happened to me for years now, I only go to this loc because of my kids. I have complained to Corporate and spoken to the manager but to no avail. After years of bad service and not able to convince my twins I have decided to stop going to this specific location drive 5 mile out of my way to I-30 & 360 McDonald's location where I get my order from a friendly and smiling person.","['1.0', '1.0', 0, 0, 0, 0, 0, 0]"
Where else around USC can you get breakfast at 530am and not risk your life. No where.,"[0, 0, 0, 0, 0, '0.6607', 0, 0]"
"Worst McDonalds EVER!!!!!!!!!! They are unable to get an order correct, Went through the drive through last night got home and no Fries in my bag. Got to the window and the woman running the window was talking about her personal life with a co worker laughing it up with her back to us making us wait instead of giving us our ice coffee. Then she seemed to remember she was working and brought us our coffee. Last time I went there I ordered something with no mayo which my ticket said... got home and covered in mayo. called up to complain and the response...What do u want me to do about it??? ξI hope this one goes out of business.... ξThis location is good for nothing, my husband and I if we ever go to another mcdonalds, it will be out of state!","['0.6585', '0.6585', 0, 0, 0, 0, 0, 0]"
"First of all let me say that this McDonalds doesn't have a sign in their drive thru stating that they charge for Ranch. Second of all customer service sucks here. I know that you can't expect them to treat super great but at least have respect. The stupid cashier at the 2nd window was Rude about me asking for ranch then got her manager which wasn't that nice either.Third of all when I get home, my order is missing! I was missing one of our burgers. Then I try to call them but no answer. Why do they have a phone if they won't answer? So guess what store#18966 I call the 800 number and did a complaint. Hope you learn to have respect, I'm not asking for u to all happy and jolly JUST RESPECT!Forgot to mention that my husband's fries where half way full! What's wrong with them!","['1', 0, 0, 0, 0, 0, 0, 0]"
"McDonald's, u suck! This is by far the worst when it comes to customer service. I won't ever come back here..","['1', 0, 0, 0, 0, 0, 0, 0]"
Awful! ξ Why install the equipment to display drive thru orders to guest when it's never used. ξ Why have an automated person tell you to order when no is ever listening and you always have to repeat orders. ξ Whoever built that place wasted a ton of money on technology and did a lousy job training them to use it. ξ Drive to one on 78 it's much better. ξGrayson Hwy is the absolute best for breakfast! ξ I go the long way to work just to stop there!The new one has issues!,"['0.6673', 0, 0, 0, 0, 0, 0, 0]"
"This is by far the worse McDonald's I've ever been too. My bf wanted their chicken nuggets because it was $1.99 for 10 pieces. We got there and placed an order for 30 pieces. It took us 15 minutes to get it and he was charged twice the amount. We were told by the cashier that the manager would fix this problem and he never did until we had to ask ourselves. Overall it took a long time to get our food, we received the wrong sauces, and it was an overall poor experience. I will not return to this location.","[0, '0.6839', 0, '0.6418', 0, 0, 0, 0]"
"Was overcharged for a breakfast meal, told the person in charge. He didn't even care. Just said price went up. He didn't give me back the difference. ξI even showed him the price on the receipt.","['0.6481', 0, 0, 0, 0, 0, 0, '1.0']"
"Worst one I've eve been too! I was number 205 and I waited for ever and ever, and the manager was giving out the food and saw me standing there forever and she didn't ask me what my order was or anything. It got up to 216 when the cashier had to ask me what my order was. So slow and disorganized and barely any space to eat and sit down.","['1.0', 0, 0, '1.0', 0, 0, 0, 0]"
"in consistent Quality! Late Nights the food is bad, but during busy hours its good!","[0, 0, 0, 0, '1', 0, 0, 0]"
"Horrible services, very long waiting line, 15 mn to get me a chicket nuggets, and the drive-thru was infinity.","[0, 0, 0, '1', 0, 0, 0, 0]"
"Worst McDonald's ever bad costumer service cold burgers cold fries the manager lady is the biggest B**** I have meet, ξthe people that work there are slow and dumb I think I rather drive out of my way than come here.","['1.0', 0, 0, '0.6818', 0, 0, 0, 0]"
"They take coupons, the food came quickly after placing order on a Lunch time.The tables need to be a bit more clean. The outside they should really get someone to get those panhandlers away. It's annoying that you go in or out and they are asking for change. Sometimes they smell.Back to the food. There food might come out quick, but it isn't exactly at the ""best"" temperature. I go here because it's on the way.","[0, 0, '1.0', 0, 0, '0.688', 0, 0]"
