,tag,tag_conf,city,review,RudeService,OrderProblem,Filthy,SlowService,BadFood,ScaryMcDs,MissingFood,Cost,na,BinaryLabel,topic,Most_Likely_Topic,Most_Likely_Topic_Names
611,"['SlowService', 'MissingFood', 'Cost']","['0.6667', '0.6667', '0.6667']",Chicago,mcdonald restaurants america believe worst park lot cramp beg low speed crash saturday afternoon friends tell carbonate beverages available coke mcnuggets criminal bathroom doors lock require attendant unlock suggest people wash hand eating length line would go trouble get bathroom open charge extra condiments wtf,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,00010011,11,1,mcdonald people time
612,['RudeService'],['1'],Chicago,years come mcdonalds managers come go service atmosphere get worse worse stop go january tell stop get usual order make call state mom real quick answer leave message know long conversation sit like talk phone line end call immediately start look address someplace head take minutes ten fifteen long couple minutes could stand head counter approach believe manager start say welcome mcdonalds instead got order yet minutes go speech ordering customers length time like wth tell customer fact hours early breakfast could say go order tap wall say gotta go walk away give third degree truly make feel unwelcomed unpleasant encounter manager never sit mcdonalds venue ordered loiter quite offend person insinuate fact always order take home except day sit minute early breakfast order usual grub sit maybe minutes take rest home two complete call get like person appear nowhere start grill ever happen welcome mcdonalds stunned offend treated never go back burger king may away would rather go insulted,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,2,6,go time back
613,"['BadFood', 'RudeService']","['1.0', '0.6523']",Chicago,love god please salt fry like mcdonalds bland bland bland someone throw bone feel like little salt fry ask much,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10001000,4,8,take fry mcwrap
614,['SlowService'],['0.6725'],Chicago,despite close mcdonalds place one frequent often find lines drive inside tend long usually go street milwaukee western mcdonalds rarely line move quickly problem food location preference fast service,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,00010000,10,12,mcdonalds time always
615,['OrderProblem'],['0.6667'],Chicago,people work great always cheerful really need replace sound system drive often screw something especially large order however price usually little good mcducks bucktown one overpriced,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01000000,14,7,one north avenue
616,"['SlowService', 'Filthy']","['1.0', '1.0']",Chicago,slow dirty wait drive thru minutes like rush keep orders,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,00110000,14,2,drive thru window
617,['SlowService'],['1'],Chicago,argument make review mcdonald waste everyone time mcdonald however warrant special mention although place reasonably clean generally get order right length time take happen genuinely baffling matter time day come busy place happen always take far long complete transaction reasonably light fact speed suppose sell point mcdonald would call particular location failure,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,00010000,5,1,mcdonald people time
618,['RudeService'],['1'],Chicago,live neighborhood mickey dees reason go con veen yence shut know spell otherwise would never visit place everytime go give napkins never give enuff straw drinks hate gettin home take lid drink soda never fails even ask straws always drink short hey mcdonald u expect,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,11,6,go time back
619,"['SlowService', 'OrderProblem']","['1.0', '1.0']",Chicago,truly cannot stand mc donalds service always slow give wrong order time workers tend nice,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,01010000,7,11,service bad customer
620,['SlowService'],['1'],Chicago,good news remodel place super modern stylish like go starbucks bad news high volume mcdonalds try different line workflows last six months least location one union station recent automation implement expect wait minutes cup coffee another review said probably seem like chaos stand line deep place order step aside front people order person fulfil order shuttle counter back deliver bag food actually get food pretty quickly even peak times new system single register take orders electronic system show order number ready tv screen sounds great right location reason fulfillment process slow take minutes day order come old system would minutes consistently think fast four individual team work fulfil orders centralize mainly single threaded process new system morning walk saw line front register deep people wait order dekalb busload people walk mcdonalds clearly need fix something store new process change back old chaotic system get food minutes consistently,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,00010000,14,3,wait minutes line
621,"['SlowService', 'RudeService']","['0.688', '0.656']",Chicago,fast food right well food least three mcdonald within two block work maybe know one bad service understand people work counter get minimum wage slightly high super excite job innovate industry seriously someone take damn order already count number time stand line register finally get front person run around without clear direction run food register people arrive lucky enough win register lottery multiple time get someone attention remind still wait place order rocket science heck even science service plain simple divide conquer one group people take order another group people run food yet another make back sounds simple right well appear simple walk mcdonald work food service industry waiter understand people different ideas good service one thing always constant greet customer communicate let know minute inform wait whatever issue let know appreciate patient wait service well mcdonald matter one go get pretty much thing hallmark business difference service pay attention franchisees mcdonald may continue get money independent franchise owners may soon lose valuable customers poor service afterall mcdonald within couple miles anywhere develop countries,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10010000,11,11,service bad customer
622,['SlowService'],['1'],Chicago,mcdonald mcdonald review service less food service sucks take minutes get single mcchicken screw order leave right,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,00010000,4,1,mcdonald people time
623,['BadFood'],['1'],Chicago,place really bad stay away costs get beef patty mcdouble raw stil gush blood terrible,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00001000,0,5,get right work
624,['RudeService'],['1'],Chicago,district manager managers speak english maria ordering close impossible speak spanish know new usm oficial language major fail shame feel need loose identity anyone know someone high mcnasty corp please direct review ask contact thru yelp pleasei course least year thing seen least know double hamburger key register would job work back day never someone post epic failure juan case shoe fits failure,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,13,8,take fry mcwrap
625,"['ScaryMcDs', 'BadFood']","['0.6842', '0.6842']",Chicago,salad good service quick school bunch teens door smoking ignore probably bite fry good drench salt,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,00001100,11,11,service bad customer
626,['SlowService'],['0.6681'],Chicago,die thirst yesterday heat stop dollar large coke one car front think order least items dollar menu say behind patiently wait coke secretly hop would ask pull ahead wait ask several occasions finally get food get coke think get onto take sip realize root beer sad go back,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,00010000,7,5,get right work
627,['BadFood'],['0.6771'],Chicago,mcdonald several time since near work tend think people bad experience take time write review think reflect well many people serve lunch lane tech students nearby workers families think pretty consistent job quick food taste good mcdonald standards downside drive order bite awkward setup especially want head leave leave tend accept lot promotional coupons quality food dip bite lunch,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00001000,5,1,mcdonald people time
628,"['RudeService', 'OrderProblem']","['1.0', '1.0']",Chicago,crappy female manager argue dared return grill chili chicken wrap idiots add mayonaise oh need tell us mayo order oh tell make sure food hot appear though ton elephant sit upon give big mac oh get another wrap time need ask hold mayo hmmmmm wendy white castle popeyes ton choice hold chicen wrap knees,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11000000,9,13,window us say
629,['SlowService'],['1'],Chicago,one sloiwest drive thrus mcdonalds incredible chicago beyond guesses wait fifteen minutes three cars ahead one late night much activity inside enough workers prevent,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,00010000,15,7,one north avenue
630,['Filthy'],['0.6667'],Chicago,drive suck customers employees last winter build look like park lot payment booth edge build pay get next window swing sharply around booth lot certainly design booth added last winter saw super elder employee wear jacket booth certain keep booth require heat level chicago felt bad old lady wear thick coat scarf summer bring neice play playhouse hot heck ask airconditioning say broken week half late still hot still break told think company like mcdonalds call heat aircondition company would like super fast think cost cut save electricity,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,00100000,8,9,place like would
631,"['RudeService', 'BadFood']","['1.0', '0.66']",Chicago,management rude disrespectful well argumentative customers mcdonald corp embarrassed experience recently cold old food even dare return sandwich boy catch hell manager lady review yahoo may contact headquarters close one house contend matter,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10001000,14,1,mcdonald people time
632,"['SlowService', 'RudeService']","['0.72', '0.66']",Chicago,improve service sunday morning one long line one register open lot staff behind counter run around look confused one guy mop floor someone says step step one employee register busy push buttons step look annoy look face say something foreign language shake head leave register one line one operate register even longer still group behind counter mill around look clueless go may come back couple years,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10010000,10,7,one north avenue
